processo_numero;processo_ocorrencia
8044147518;Não há Ocorrência para essa Solicitação
8044146020;Não há Ocorrência para essa Solicitação
8044145221;Deslizamentos de Barreiras
8044144618;Não há Ocorrência para essa Solicitação
8044143120;Não há Ocorrência para essa Solicitação
8044143021;Não há Ocorrência para essa Solicitação
8044141920;Não há Ocorrência para essa Solicitação
8044140919;Não há Ocorrência para essa Solicitação
8044140217;Não há Ocorrência para essa Solicitação
8044139420;Não há Ocorrência para essa Solicitação
8044135920;Não há Ocorrência para essa Solicitação
8044135721;Não há Ocorrência para essa Solicitação
8044133418;Não há Ocorrência para essa Solicitação
8044131121;Deslizamentos de Barreiras
8044131118;Alagamentos
8044130720;Não há Ocorrência para essa Solicitação
8044129721;Deslizamentos de Barreiras
8044129718;Imoveis com Danos/Risco
8044128220;Não há Ocorrência para essa Solicitação
8044127421;Não há Ocorrência para essa Solicitação
8044125320;Não há Ocorrência para essa Solicitação
8044124521;Não há Ocorrência para essa Solicitação
8044123017;Não há Ocorrência para essa Solicitação
8044122221;Imoveis Alagados
8044122221;Alagamentos
8044121820;Não há Ocorrência para essa Solicitação
8044120822;Não há Ocorrência para essa Solicitação
8044120021;Deslizamentos de Barreiras
8044118720;Não há Ocorrência para essa Solicitação
8044115621;Arvores em Risco
8044113321;Deslizamentos de Barreiras
8044109422;Não há Ocorrência para essa Solicitação
8044108120;Não há Ocorrência para essa Solicitação
8044108021;Não há Ocorrência para essa Solicitação
8044106718;Não há Ocorrência para essa Solicitação
8044104421;Não há Ocorrência para essa Solicitação
8044103818;Deslizamentos de Barreiras
8044103818;Imoveis com Danos/Risco
8044103622;Não há Ocorrência para essa Solicitação
8044101521;Não há Ocorrência para essa Solicitação
8044099021;Não há Ocorrência para essa Solicitação
8044097818;Não há Ocorrência para essa Solicitação
8044095521;Não há Ocorrência para essa Solicitação
8044094918;Não há Ocorrência para essa Solicitação
8044093420;Imoveis com Danos/Risco
8044093221;Não há Ocorrência para essa Solicitação
8044091822;Não há Ocorrência para essa Solicitação
8044091120;Não há Ocorrência para essa Solicitação
8044090321;Arvores em Risco
8044086817;Não há Ocorrência para essa Solicitação
8044084716;Muro com Danos
8044084520;Não há Ocorrência para essa Solicitação
8044084321;Não há Ocorrência para essa Solicitação
8044084318;Deslizamentos de Barreiras
8044082018;Muro com Danos
8044082018;Imoveis com Danos/Risco
8044081620;Deslizamentos de Barreiras
8044081421;Não há Ocorrência para essa Solicitação
8044079822;Deslizamentos de Barreiras
8044079120;Não há Ocorrência para essa Solicitação
8044079120;Muro com Danos
8044079021;Não há Ocorrência para essa Solicitação
8044079018;Imoveis com Danos/Risco
8044079018;Deslizamentos de Barreiras
8044077920;Arvores em Risco
8044077721;Não há Ocorrência para essa Solicitação
8044076018;Não há Ocorrência para essa Solicitação
8044075620;Muro com Danos
8044074821;Não há Ocorrência para essa Solicitação
8044073320;Não há Ocorrência para essa Solicitação
8044072521;Não há Ocorrência para essa Solicitação
8044071722;Não há Ocorrência para essa Solicitação
8044071020;Imoveis com Danos/Risco
8044069418;Deslizamentos de Barreiras
8044068821;Deslizamentos de Barreiras
8044068622;Não há Ocorrência para essa Solicitação
8044068020;Deslizamentos de Barreiras
8044067118;Não há Ocorrência para essa Solicitação
8044064221;Imoveis com Danos/Risco
8044064218;Imoveis com Danos/Risco
8044064218;Deslizamentos de Barreiras
8044062021;Não há Ocorrência para essa Solicitação
8044061122;Não há Ocorrência para essa Solicitação
8044060721;Arvores em Risco
8044059216;Imoveis com Danos/Risco
8044058218;Deslizamentos de Barreiras
8044056120;Não há Ocorrência para essa Solicitação
8044055122;Imoveis com Danos/Risco
8044053919;Não há Ocorrência para essa Solicitação
8044052421;Não há Ocorrência para essa Solicitação
8044052418;Não há Ocorrência para essa Solicitação
8044051017;Não há Ocorrência para essa Solicitação
8044050121;Deslizamentos de Barreiras
8044050022;Imoveis com Danos/Risco
8044046421;Deslizamentos de Barreiras
8044046421;Não há Ocorrência para essa Solicitação
8044043717;Invasao de Terreno de Auxilio Moradia
8044043521;Não há Ocorrência para essa Solicitação
8044041221;Deslizamentos de Barreiras
8044041022;Não há Ocorrência para essa Solicitação
8044040820;Não há Ocorrência para essa Solicitação
8044040817;Não há Ocorrência para essa Solicitação
8044038121;Deslizamentos de Barreiras
8044036921;Não há Ocorrência para essa Solicitação
8044035218;Não há Ocorrência para essa Solicitação
8044035022;Não há Ocorrência para essa Solicitação
8044033822;Não há Ocorrência para essa Solicitação
8044033018;Deslizamentos de Barreiras
8044032321;Deslizamentos de Barreiras
8044031920;Não há Ocorrência para essa Solicitação
8044030021;Deslizamentos de Barreiras
8044028618;Não há Ocorrência para essa Solicitação
8044027021;Não há Ocorrência para essa Solicitação
8044026716;Invasao de Terreno de Auxilio Moradia
8044025721;Não há Ocorrência para essa Solicitação
8044023421;Não há Ocorrência para essa Solicitação
8044022818;Muro com Danos
8044022818;Deslizamentos de Barreiras
8044021121;Imoveis com Danos/Risco
8044019721;Imoveis com Danos/Risco
8044018018;Não há Ocorrência para essa Solicitação
8044016821;Deslizamentos de Barreiras
8044015320;Não há Ocorrência para essa Solicitação
8044013918;Imoveis com Danos/Risco
8044013918;Deslizamentos de Barreiras
8044011621;Arvores em Risco
8044011618;Não há Ocorrência para essa Solicitação
8044011618;Deslizamentos de Barreiras
8044009320;Arvores em Risco
8044009121;Deslizamentos de Barreiras
8044007921;Deslizamentos de Barreiras
8044007020;Não há Ocorrência para essa Solicitação
8044006218;Deslizamentos de Barreiras
8044005621;Deslizamentos de Barreiras
8044003716;Não há Ocorrência para essa Solicitação
8044003321;Não há Ocorrência para essa Solicitação
8044003318;Não há Ocorrência para essa Solicitação
8044001922;Não há Ocorrência para essa Solicitação
8044001021;Não há Ocorrência para essa Solicitação
8044000418;Não há Ocorrência para essa Solicitação
8043999821;Não há Ocorrência para essa Solicitação
8043999116;Arvores em Risco
8043999020;Arvores em Risco
8043997518;Não há Ocorrência para essa Solicitação
8043994618;Deslizamentos de Barreiras
8043993316;Não há Ocorrência para essa Solicitação
8043992318;Não há Ocorrência para essa Solicitação
8043991920;Muro com Danos
8043991721;Muro com Danos
8043991721;Arvores em Risco
8043990018;Deslizamentos de Barreiras
8043989221;Não há Ocorrência para essa Solicitação
8043987021;Não há Ocorrência para essa Solicitação
8043986119;Não há Ocorrência para essa Solicitação
8043985721;Não há Ocorrência para essa Solicitação
8043984922;Não há Ocorrência para essa Solicitação
8043983421;Não há Ocorrência para essa Solicitação
8043983418;Não há Ocorrência para essa Solicitação
8043981121;Não há Ocorrência para essa Solicitação
8043981118;Não há Ocorrência para essa Solicitação
8043979718;Não há Ocorrência para essa Solicitação
8043978220;Arvores em Risco
8043977421;Não há Ocorrência para essa Solicitação
8043977418;Desabamento Parcial Imoveis
8043975121;Não há Ocorrência para essa Solicitação
8043975118;Não há Ocorrência para essa Solicitação
8043973921;Deslizamentos de Barreiras
8043973020;Não há Ocorrência para essa Solicitação
8043972218;Muro com Danos
8043971621;Imoveis com Danos/Risco
8043970120;Muro com Danos
8043969118;Deslizamentos de Barreiras
8043969118;Não há Ocorrência para essa Solicitação
8043968720;Não há Ocorrência para essa Solicitação
8043968521;Não há Ocorrência para essa Solicitação
8043967918;Não há Ocorrência para essa Solicitação
8043966221;Não há Ocorrência para essa Solicitação
8043965618;Não há Ocorrência para essa Solicitação
8043965618;Deslizamentos de Barreiras
8043964021;Deslizamentos de Barreiras
8043963318;Não há Ocorrência para essa Solicitação
8043962721;Não há Ocorrência para essa Solicitação
8043961416;Invasao de Terreno de Auxilio Moradia
8043961018;Não há Ocorrência para essa Solicitação
8043960421;Imoveis com Danos/Risco
8043960421;Muro com Danos
8043959618;Não há Ocorrência para essa Solicitação
8043958822;Arvores em Risco
8043958021;Deslizamentos de Barreiras
8043957318;Não há Ocorrência para essa Solicitação
8043957318;Deslizamentos de Barreiras
8043955018;Deslizamentos de Barreiras
8043953818;Deslizamentos de Barreiras
8043953020;Não há Ocorrência para essa Solicitação
8043952121;Imoveis com Danos/Risco
8043951518;Não há Ocorrência para essa Solicitação
8043950921;Arvores em Risco
8043950921;Deslizamentos de Barreiras
8043949018;Não há Ocorrência para essa Solicitação
8043948421;Não há Ocorrência para essa Solicitação
8043947818;Não há Ocorrência para essa Solicitação
8043947622;Imoveis com Danos/Risco
8043946320;Não há Ocorrência para essa Solicitação
8043945521;Não há Ocorrência para essa Solicitação
8043945518;Deslizamentos de Barreiras
8043943221;Não há Ocorrência para essa Solicitação
8043942820;Não há Ocorrência para essa Solicitação
8043941018;Deslizamentos de Barreiras
8043940321;Deslizamentos de Barreiras
8043939518;Deslizamentos de Barreiras
8043939322;Desabamento Total de Obras de Contencao/Drenagem
8043937221;Não há Ocorrência para essa Solicitação
8043937218;Deslizamentos de Barreiras
8043935021;Não há Ocorrência para essa Solicitação
8043935018;Não há Ocorrência para essa Solicitação
8043933721;Arvores em Risco
8043933718;Não há Ocorrência para essa Solicitação
8043931418;Não há Ocorrência para essa Solicitação
8043930821;Deslizamentos de Barreiras
8043929018;Deslizamentos de Barreiras
8043928321;Não há Ocorrência para essa Solicitação
8043927718;Imoveis com Danos/Risco
8043926021;Arvores em Risco
8043924818;Deslizamentos de Barreiras
8043923320;Não há Ocorrência para essa Solicitação
8043922521;Deslizamentos de Barreiras
8043922518;Não há Ocorrência para essa Solicitação
8043920221;Alagamentos
8043919418;Deslizamentos de Barreiras
8043919418;Imoveis com Danos/Risco
8043917118;Deslizamentos de Barreiras
8043916521;Não há Ocorrência para essa Solicitação
8043915918;Deslizamentos de Barreiras
8043915918;Imoveis com Danos/Risco
8043914221;Não há Ocorrência para essa Solicitação
8043913820;Não há Ocorrência para essa Solicitação
8043913618;Deslizamentos de Barreiras
8043912316;Não há Ocorrência para essa Solicitação
8043912021;Deslizamentos de Barreiras
8043911318;Imoveis com Danos/Risco
8043910721;Não há Ocorrência para essa Solicitação
8043909918;Deslizamentos de Barreiras
8043909918;Imoveis com Danos/Risco
8043908221;Não há Ocorrência para essa Solicitação
8043907618;Não há Ocorrência para essa Solicitação
8043906021;Arvores em Risco
8043905318;Não há Ocorrência para essa Solicitação
8043904721;Arvores em Risco
8043903018;Deslizamentos de Barreiras
8043902421;Não há Ocorrência para essa Solicitação
8043901818;Deslizamentos de Barreiras
8043900121;Não há Ocorrência para essa Solicitação
8043899520;Não há Ocorrência para essa Solicitação
8043899318;Imoveis com Danos/Risco
8043898721;Arvores em Risco
8043897220;Não há Ocorrência para essa Solicitação
8043897018;Não há Ocorrência para essa Solicitação
8043896421;Não há Ocorrência para essa Solicitação
8043895818;Não há Ocorrência para essa Solicitação
8043893521;Não há Ocorrência para essa Solicitação
8043893518;Não há Ocorrência para essa Solicitação
8043890621;Não há Ocorrência para essa Solicitação
8043890618;Não há Ocorrência para essa Solicitação
8043889020;Não há Ocorrência para essa Solicitação
8043888121;Deslizamentos de Barreiras
8043888121;Não há Ocorrência para essa Solicitação
8043888118;Imoveis com Danos/Risco
8043888118;Deslizamentos de Barreiras
8043886918;Deslizamentos de Barreiras
8043886020;Não há Ocorrência para essa Solicitação
8043885221;Deslizamentos de Barreiras
8043885022;Não há Ocorrência para essa Solicitação
8043884618;Não há Ocorrência para essa Solicitação
8043883120;Não há Ocorrência para essa Solicitação
8043883021;Não há Ocorrência para essa Solicitação
8043882318;Não há Ocorrência para essa Solicitação
8043882122;Não há Ocorrência para essa Solicitação
8043881721;Deslizamentos de Barreiras
8043880018;Imoveis com Danos/Risco
8043878621;Não há Ocorrência para essa Solicitação
8043878618;Imoveis com Danos/Risco
8043878618;Deslizamentos de Barreiras
8043877120;Não há Ocorrência para essa Solicitação
8043876517;Imoveis com Danos/Risco
8043876517;Transbordamentos de Canais
8043876318;Desabamento Parcial Imoveis
8043876318;Deslizamentos de Barreiras
8043875920;Não há Ocorrência para essa Solicitação
8043874021;Arvores em Risco
8043874018;Não há Ocorrência para essa Solicitação
8043873222;Não há Ocorrência para essa Solicitação
8043872821;Imoveis com Danos/Risco
8043872818;Não há Ocorrência para essa Solicitação
8043870521;Deslizamentos de Barreiras
8043870518;Não há Ocorrência para essa Solicitação
8043868018;Muro com Danos
8043868018;Deslizamentos de Barreiras
8043867421;Deslizamentos de Barreiras
8043866818;Deslizamentos de Barreiras
8043865121;Deslizamentos de Barreiras
8043864518;Deslizamentos de Barreiras
8043862221;Não há Ocorrência para essa Solicitação
8043862218;Deslizamentos de Barreiras
8043862022;Não há Ocorrência para essa Solicitação
8043860018;Deslizamentos de Barreiras
8043859121;Não há Ocorrência para essa Solicitação
8043859022;Não há Ocorrência para essa Solicitação
8043859019;Não há Ocorrência para essa Solicitação
8043858518;Deslizamentos de Barreiras
8043857921;Deslizamentos de Barreiras
8043856218;Deslizamentos de Barreiras
8043855621;Não há Ocorrência para essa Solicitação
8043854018;Não há Ocorrência para essa Solicitação
8043853321;Não há Ocorrência para essa Solicitação
8043852718;Deslizamentos de Barreiras
8043850418;Não há Ocorrência para essa Solicitação
8043849621;Imoveis com Danos/Risco
8043847318;Deslizamentos de Barreiras
8043847119;Invasao de Terreno de Auxilio Moradia
8043845220;Não há Ocorrência para essa Solicitação
8043845021;Arvores em Risco
8043845018;Deslizamentos de Barreiras
8043843818;Deslizamentos de Barreiras
8043841521;Deslizamentos de Barreiras
8043841518;Não há Ocorrência para essa Solicitação
8043840020;Não há Ocorrência para essa Solicitação
8043838418;Deslizamentos de Barreiras
8043837821;Deslizamentos de Barreiras
8043836118;Não há Ocorrência para essa Solicitação
8043835916;Arvores em Risco
8043835521;Não há Ocorrência para essa Solicitação
8043835521;Deslizamentos de Barreiras
8043834918;Deslizamentos de Barreiras
8043834722;Não há Ocorrência para essa Solicitação
8043832621;Imoveis com Danos/Risco
8043832618;Deslizamentos de Barreiras
8043832422;Não há Ocorrência para essa Solicitação
8043830321;Não há Ocorrência para essa Solicitação
8043830321;Deslizamentos de Barreiras
8043830318;Deslizamentos de Barreiras
8043828918;Não há Ocorrência para essa Solicitação
8043828020;Não há Ocorrência para essa Solicitação
8043827221;Deslizamentos de Barreiras
8043827221;Não há Ocorrência para essa Solicitação
8043827022;Não há Ocorrência para essa Solicitação
8043826820;Não há Ocorrência para essa Solicitação
8043826618;Não há Ocorrência para essa Solicitação
8043826016;Não há Ocorrência para essa Solicitação
8043825021;Deslizamentos de Barreiras
8043824318;Não há Ocorrência para essa Solicitação
8043822217;Não há Ocorrência para essa Solicitação
8043822021;Não há Ocorrência para essa Solicitação
8043822018;Deslizamentos de Barreiras
8043820818;Não há Ocorrência para essa Solicitação
8043819021;Deslizamentos de Barreiras
8043819021;Não há Ocorrência para essa Solicitação
8043818318;Deslizamentos de Barreiras
8043817522;Não há Ocorrência para essa Solicitação
8043816018;Não há Ocorrência para essa Solicitação
8043815421;Deslizamentos de Barreiras
8043815222;Não há Ocorrência para essa Solicitação
8043814818;Deslizamentos de Barreiras
8043814818;Não há Ocorrência para essa Solicitação
8043814116;Não há Ocorrência para essa Solicitação
8043813121;Não há Ocorrência para essa Solicitação
8043812720;Não há Ocorrência para essa Solicitação
8043812518;Não há Ocorrência para essa Solicitação
8043809816;Não há Ocorrência para essa Solicitação
8043809620;Não há Ocorrência para essa Solicitação
8043809421;Não há Ocorrência para essa Solicitação
8043809418;Deslizamentos de Barreiras
8043807118;Deslizamentos de Barreiras
8043806720;Deslizamentos de Barreiras
8043806521;Não há Ocorrência para essa Solicitação
8043804420;Imoveis com Danos/Risco
8043804221;Não há Ocorrência para essa Solicitação
8043804218;Não há Ocorrência para essa Solicitação
8043802120;Arvores em Risco
8043802021;Não há Ocorrência para essa Solicitação
8043802018;Não há Ocorrência para essa Solicitação
8043800721;Não há Ocorrência para essa Solicitação
8043800718;Deslizamentos de Barreiras
8043798616;Deslizamentos de Barreiras
8043798616;Imoveis com Danos/Risco
8043798218;Deslizamentos de Barreiras
8043797820;Muro com Danos
8043797820;Imoveis com Danos/Risco
8043796021;Muro com Danos
8043796021;Não há Ocorrência para essa Solicitação
8043796018;Deslizamentos de Barreiras
8043794721;Não há Ocorrência para essa Solicitação
8043794718;Alagamentos
8043794718;Deslizamentos de Barreiras
8043794522;Não há Ocorrência para essa Solicitação
8043792421;Deslizamentos de Barreiras
8043792418;Não há Ocorrência para essa Solicitação
8043790320;Imoveis com Danos/Risco
8043790121;Deslizamentos de Barreiras
8043790118;Deslizamentos de Barreiras
8043788718;Deslizamentos de Barreiras
8043786418;Deslizamentos de Barreiras
8043785821;Desabamento Total de Obras de Contencao/Drenagem
8043784118;Deslizamentos de Barreiras
8043784022;Não há Ocorrência para essa Solicitação
8043783521;Não há Ocorrência para essa Solicitação
8043783521;Deslizamentos de Barreiras
8043782918;Não há Ocorrência para essa Solicitação
8043781221;Não há Ocorrência para essa Solicitação
8043780618;Arvores em Risco
8043779821;Deslizamentos de Barreiras
8043778320;Não há Ocorrência para essa Solicitação
8043778118;Deslizamentos de Barreiras
8043777521;Não há Ocorrência para essa Solicitação
8043776918;Deslizamentos de Barreiras
8043776722;Não há Ocorrência para essa Solicitação
8043775221;Deslizamentos de Barreiras
8043774618;Deslizamentos de Barreiras
8043774618;Não há Ocorrência para essa Solicitação
8043773822;Não há Ocorrência para essa Solicitação
8043773316;Deslizamentos de Barreiras
8043773120;Não há Ocorrência para essa Solicitação
8043773117;Imoveis com Danos/Risco
8043773117;Muro com Danos
8043773021;Não há Ocorrência para essa Solicitação
8043772318;Deslizamentos de Barreiras
8043771721;Deslizamentos de Barreiras
8043770018;Não há Ocorrência para essa Solicitação
8043769221;Não há Ocorrência para essa Solicitação
8043769221;Deslizamentos de Barreiras
8043768618;Deslizamentos de Barreiras
8043768618;Não há Ocorrência para essa Solicitação
8043768422;Arvores em Risco
8043766318;Deslizamentos de Barreiras
8043765016;Não há Ocorrência para essa Solicitação
8043764922;Imoveis com Danos/Risco
8043764220;Não há Ocorrência para essa Solicitação
8043764021;Deslizamentos de Barreiras
8043764018;Deslizamentos de Barreiras
8043762818;Não há Ocorrência para essa Solicitação
8043761121;Não há Ocorrência para essa Solicitação
8043760518;Deslizamentos de Barreiras
8043760518;Não há Ocorrência para essa Solicitação
8043760322;Não há Ocorrência para essa Solicitação
8043759721;Deslizamentos de Barreiras
8043759721;Não há Ocorrência para essa Solicitação
8043758922;Não há Ocorrência para essa Solicitação
8043758018;Deslizamentos de Barreiras
8043756821;Imoveis com Danos/Risco
8043756821;Alagamentos
8043756818;Deslizamentos de Barreiras
8043756818;Não há Ocorrência para essa Solicitação
8043756818;Alagamentos
8043754521;Não há Ocorrência para essa Solicitação
8043754518;Não há Ocorrência para essa Solicitação
8043752221;Deslizamentos de Barreiras
8043752218;Deslizamentos de Barreiras
8043750021;Arvores em Risco
8043750021;Deslizamentos de Barreiras
8043750018;Deslizamentos de Barreiras
8043749516;Deslizamentos de Barreiras
8043748518;Não há Ocorrência para essa Solicitação
8043747921;Imoveis com Danos/Risco
8043747921;Deslizamentos de Barreiras
8043746420;Não há Ocorrência para essa Solicitação
8043746218;Deslizamentos de Barreiras
8043746022;Não há Ocorrência para essa Solicitação
8043745621;Não há Ocorrência para essa Solicitação
8043744018;Deslizamentos de Barreiras
8043744018;Não há Ocorrência para essa Solicitação
8043743321;Desabamento Parcial Imoveis
8043743321;Deslizamentos de Barreiras
8043743122;Não há Ocorrência para essa Solicitação
8043742718;Deslizamentos de Barreiras
8043740421;Deslizamentos de Barreiras
8043740418;Não há Ocorrência para essa Solicitação
8043740418;Deslizamentos de Barreiras
8043738021;Não há Ocorrência para essa Solicitação
8043738018;Deslizamentos de Barreiras
8043736718;Não há Ocorrência para essa Solicitação
8043735922;Não há Ocorrência para essa Solicitação
8043735220;Não há Ocorrência para essa Solicitação
8043734418;Não há Ocorrência para essa Solicitação
8043733821;Deslizamentos de Barreiras
8043732118;Não há Ocorrência para essa Solicitação
8043731521;Deslizamentos de Barreiras
8043730918;Deslizamentos de Barreiras
8043729919;Não há Ocorrência para essa Solicitação
8043729220;Arvores em Risco
8043728617;Imoveis com Danos/Risco
8043728421;Não há Ocorrência para essa Solicitação
8043728418;Não há Ocorrência para essa Solicitação
8043726121;Deslizamentos de Barreiras
8043726118;Deslizamentos de Barreiras
8043725720;Imoveis com Danos/Risco
8043725322;Não há Ocorrência para essa Solicitação
8043724921;Deslizamentos de Barreiras
8043724921;Arvores em Risco
8043724918;Deslizamentos de Barreiras
8043723022;Não há Ocorrência para essa Solicitação
8043722618;Deslizamentos de Barreiras
8043721120;Não há Ocorrência para essa Solicitação
8043721021;Imoveis com Danos/Risco
8043720318;Imoveis com Danos/Risco
8043720318;Deslizamentos de Barreiras
8043719521;Deslizamentos de Barreiras
8043719322;Não há Ocorrência para essa Solicitação
8043718918;Deslizamentos de Barreiras
8043718918;Imoveis Alagados
8043717221;Deslizamentos de Barreiras
8043716820;Arvores em Risco
8043716618;Imoveis com Danos/Risco
8043716618;Deslizamentos de Barreiras
8043715822;Não há Ocorrência para essa Solicitação
8043714520;Não há Ocorrência para essa Solicitação
8043714321;Não há Ocorrência para essa Solicitação
8043714318;Deslizamentos de Barreiras
8043712220;Deslizamentos de Barreiras
8043712018;Imoveis com Danos/Risco
8043712018;Deslizamentos de Barreiras
8043711421;Alagamentos
8043711222;Não há Ocorrência para essa Solicitação
8043710818;Deslizamentos de Barreiras
8043709021;Deslizamentos de Barreiras
8043709021;Não há Ocorrência para essa Solicitação
8043708318;Deslizamentos de Barreiras
8043708318;Imoveis com Danos/Risco
8043707721;Deslizamentos de Barreiras
8043706018;Deslizamentos de Barreiras
8043705421;Deslizamentos de Barreiras
8043704818;Deslizamentos de Barreiras
8043704622;Arvores em Risco
8043702518;Deslizamentos de Barreiras
8043701921;Não há Ocorrência para essa Solicitação
8043700218;Imoveis com Danos/Risco
8043700218;Deslizamentos de Barreiras
8043700218;Postes em Risco
8043699421;Não há Ocorrência para essa Solicitação
8043699222;Não há Ocorrência para essa Solicitação
8043698818;Não há Ocorrência para essa Solicitação
8043697121;Imoveis com Danos/Risco
8043697121;Arvores em Risco
8043696518;Imoveis com Danos/Risco
8043696518;Deslizamentos de Barreiras
8043696322;Não há Ocorrência para essa Solicitação
8043694417;Não há Ocorrência para essa Solicitação
8043694221;Deslizamentos de Barreiras
8043694218;Deslizamentos de Barreiras
8043693422;Não há Ocorrência para essa Solicitação
8043692021;Não há Ocorrência para essa Solicitação
8043692018;Imoveis com Danos/Risco
8043692018;Deslizamentos de Barreiras
8043692018;Muro com Danos
8043691122;Não há Ocorrência para essa Solicitação
8043690721;Não há Ocorrência para essa Solicitação
8043690718;Deslizamentos de Barreiras
8043689722;Não há Ocorrência para essa Solicitação
8043688218;Deslizamentos de Barreiras
8043687621;Arvores em Risco
8043687621;Deslizamentos de Barreiras
8043687422;Não há Ocorrência para essa Solicitação
8043685321;Não há Ocorrência para essa Solicitação
8043685318;Imoveis com Danos/Risco
8043685318;Deslizamentos de Barreiras
8043685318;Muro com Danos
8043685122;Não há Ocorrência para essa Solicitação
8043684920;Não há Ocorrência para essa Solicitação
8043683021;Arvores em Risco
8043683021;Não há Ocorrência para essa Solicitação
8043683018;Muro com Danos
8043683018;Imoveis com Danos/Risco
8043682620;Deslizamentos de Barreiras
8043681821;Deslizamentos de Barreiras
8043681818;Imoveis com Danos/Risco
8043681818;Deslizamentos de Barreiras
8043681619;Não há Ocorrência para essa Solicitação
8043680022;Não há Ocorrência para essa Solicitação
8043679321;Imoveis com Danos/Risco
8043679321;Deslizamentos de Barreiras
8043677021;Não há Ocorrência para essa Solicitação
8043677018;Deslizamentos de Barreiras
8043677018;Imoveis com Danos/Risco
8043677018;Arvores em Risco
8043675821;Não há Ocorrência para essa Solicitação
8043675818;Não há Ocorrência para essa Solicitação
8043673521;Não há Ocorrência para essa Solicitação
8043673518;Não há Ocorrência para essa Solicitação
8043671420;Arvores em Risco
8043671420;Deslizamentos de Barreiras
8043670621;Não há Ocorrência para essa Solicitação
8043670618;Imoveis com Danos/Risco
8043669020;Deslizamentos de Barreiras
8043669017;Não há Ocorrência para essa Solicitação
8043668121;Não há Ocorrência para essa Solicitação
8043668121;Deslizamentos de Barreiras
8043668118;Não há Ocorrência para essa Solicitação
8043666921;Muro com Danos
8043666020;Não há Ocorrência para essa Solicitação
8043665218;Não há Ocorrência para essa Solicitação
8043664820;Não há Ocorrência para essa Solicitação
8043664621;Deslizamentos de Barreiras
8043662318;Não há Ocorrência para essa Solicitação
8043661721;Não há Ocorrência para essa Solicitação
8043659417;Invasao de Terreno de Auxilio Moradia
8043659221;Não há Ocorrência para essa Solicitação
8043657117;Não há Ocorrência para essa Solicitação
8043657021;Deslizamentos de Barreiras
8043655718;Não há Ocorrência para essa Solicitação
8043654021;Não há Ocorrência para essa Solicitação
8043652821;Não há Ocorrência para essa Solicitação
8043652818;Não há Ocorrência para essa Solicitação
8043650518;Deslizamentos de Barreiras
8043650518;Imoveis com Danos/Risco
8043649721;Imoveis com Danos/Risco
8043648220;Muro com Danos
8043648217;Arvores em Risco
8043647421;Deslizamentos de Barreiras
8043647421;Arvores em Risco
8043647418;Não há Ocorrência para essa Solicitação
8043645121;Não há Ocorrência para essa Solicitação
8043645118;Não há Ocorrência para essa Solicitação
8043644720;Não há Ocorrência para essa Solicitação
8043643921;Não há Ocorrência para essa Solicitação
8043643918;Não há Ocorrência para essa Solicitação
8043641621;Deslizamentos de Barreiras
8043641618;Não há Ocorrência para essa Solicitação
8043639118;Não há Ocorrência para essa Solicitação
8043638720;Não há Ocorrência para essa Solicitação
8043638521;Não há Ocorrência para essa Solicitação
8043636221;Muro com Danos
8043636218;Deslizamentos de Barreiras
8043634021;Deslizamentos de Barreiras
8043634018;Imoveis com Danos/Risco
8043631021;Deslizamentos de Barreiras
8043631018;Imoveis com Danos/Risco
8043630620;Deslizamentos de Barreiras
8043629621;Não há Ocorrência para essa Solicitação
8043629618;Alagamentos
8043629618;Transbordamentos de Canais
8043627321;Não há Ocorrência para essa Solicitação
8043627318;Não há Ocorrência para essa Solicitação
8043626920;Não há Ocorrência para essa Solicitação
8043625021;Deslizamentos de Barreiras
8043625018;Não há Ocorrência para essa Solicitação
8043624222;Imoveis com Danos/Risco
8043624222;Muro com Danos
8043623821;Não há Ocorrência para essa Solicitação
8043623818;Não há Ocorrência para essa Solicitação
8043622022;Não há Ocorrência para essa Solicitação
8043621916;Não há Ocorrência para essa Solicitação
8043621720;Arvores em Risco
8043621521;Deslizamentos de Barreiras
8043621518;Não há Ocorrência para essa Solicitação
8043619021;Imoveis com Danos/Risco
8043619021;Deslizamentos de Barreiras
8043619018;Não há Ocorrência para essa Solicitação
8043617818;Não há Ocorrência para essa Solicitação
8043616320;Não há Ocorrência para essa Solicitação
8043615521;Deslizamentos de Barreiras
8043615518;Deslizamentos de Barreiras
8043614020;Arvores em Risco
8043613221;Não há Ocorrência para essa Solicitação
8043613221;Deslizamentos de Barreiras
8043613218;Desabamento Parcial Imoveis
8043611021;Não há Ocorrência para essa Solicitação
8043611018;Não há Ocorrência para essa Solicitação
8043610520;Não há Ocorrência para essa Solicitação
8043609518;Deslizamentos de Barreiras
8043608921;Deslizamentos de Barreiras
8043607218;Não há Ocorrência para essa Solicitação
8043606621;Deslizamentos de Barreiras
8043605822;Não há Ocorrência para essa Solicitação
8043605018;Alagamentos
8043604321;Deslizamentos de Barreiras
8043604321;Não há Ocorrência para essa Solicitação
8043603718;Não há Ocorrência para essa Solicitação
8043603718;Deslizamentos de Barreiras
8043602021;Deslizamentos de Barreiras
8043602021;Imoveis com Danos/Risco
8043601816;Não há Ocorrência para essa Solicitação
8043601418;Deslizamentos de Barreiras
8043600821;Deslizamentos de Barreiras
8043600821;Desabamento Parcial Imoveis
8043600619;Não há Ocorrência para essa Solicitação
8043599018;Muro com Danos
