processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,processo_ocorrencia,is_confirmed,latitude,longitude,location_strategy,ground_type
8040649618,2018-04-02,11:12,DESEJA VISTORIA NO IMÓVEL A CHUVA DE ONTEM FEZ UM BURACO ATRAS DA CASA  POIS PASSA UMA CANALETA POR TRÁS DA CASA,IBURA,UR 02,RUA ANDRELÂNDIA 160 A,Transbordamentos de Canais,-1,-8.1206641,-34.9576025,google maps api,LVd2
8041056918,2018-04-02,19:58,"a usuaria informa que foi construido uma casa em seu terreno interditado pelo sedec,favor verificar com urgencia.houve invasão na área.",IBURA,IBURA DE BAIXO,"RUA   RIO ESPERA, n 616",Invasao de Terreno de Auxilio Moradia,-1,-8.1220848,-34.93859450000001,google maps api,LVd2
8051792018,2018-04-22,22:43,"USUÁRIO INFORMA QUE A IGREJA BATISTA CADOCHE ESTÁ ALAGADA , DEIXANDO VÁRIAS PESSOAS QUE ESTÃO DENTRO DA IGREJA  ILHADAS. FAVOR VERIFICAR",IBURA,UR 05,"RUA ANTONIO GONÇALVES DA CRUZ, 77",Imoveis Alagados,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8049219219,2019-04-30,09:27,INFORMA QUE O SENHOR TONHO COMPRO UM TERRENO JÁ CONDENADO PELA DEFESA CIVIL E ESTA CONSTRUINDO SUA RESIDENCIA COM ISSO MORADORES AO REDOR SOLICITAM UMA EQUIPE DA DEFESA CIVIL NO LOCAL PARA PARA A OBRA,IBURA,UR 02,RUA ALEXANDRE BEL N 193,Invasao de Terreno de Auxilio Moradia,-1,-8.1166204,-34.95635,google maps api,PV1
8025763419,2019-03-07,11:06,"usuario solicita da equipe para fazer corte nas arvore que estao com risco de cair , e capinação",IBURA,JD. MONTE VERDE,rua alto do ceus n 50,Arvores em Risco,-1,-8.1186472,-34.9585432,google maps api,PV1
8014161819,2019-02-06,11:43,USUÁRIO INFORMA QUE CONSTRUIU NO TERENO DELE UMA CASA DE LONA.,IBURA,IBURA DE BAIXO,RUA JOSE MAURO FREIRE,Invasao de Terreno de Auxilio Moradia,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8023054619,2019-02-25,12:25,"SRA. SOLICITA A VISTORIA INFORMA QUE POR BAIXO DO GEL MANTA ESTA JORRANDO AGUA, PEDE URGÊNCIA.",IBURA,JD. MONTE VERDE,RUA ALTO DA LARANJEIRA N 21,Alagamentos,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8009216219,2019-01-28,11:16,"Usuário solicita vistoria com urgencia pois houve um alagamento, que levou o muro de arrimo e entrou água na casa de uma senhora paralitica entrou 50 cm de água",IBURA,JD. MONTE VERDE,Rua Jacobina,Imoveis Alagados,-1,-8.049742,-34.902574,google maps api,URBANO
8151811618,2018-12-17,05:38,O SR GEREMIAS O MESMO INFORMA INCENDIO NO LOCAL COM RISCO DO IMOVEL DE ALVENARIA SEM VITIMAS NO LOCAL,IBURA,IBURA DE BAIXO,RUA RIO MOXOTO,Incendios,-1,-8.1153219,-34.9323845,google maps api,LVd2
8137203218,2018-11-09,12:02,SOLDADO RODDRIGO DO CORPO DE BOMBEIRO INFORMA QUE COMBATEU UM INCEDIO E INFORMA QUE CASA APRESENTA ESTRUTURA EM RISCO E SOLICITA VISTORIA.,IBURA,UR 04,RUA COLARES N 45,Incendios,-1,-8.125767699999999,-34.943267,google maps api,LVd2
8123600418,2018-10-05,10:31,USUÁRIA INFORMA QUE TEM UM PE DE MANGA DE GRANDE PORTE CHEIA DE CUPIM COM RICO DE QUEDAS PARA A CASA DE DUAS PESSOAS. FAVOR VERIFICAR A URGENCIA.,IBURA,UR 01,RUA XAPURI N 24,Arvores em Risco,-1,-8.119343599999999,-34.94795,google maps api,LVd2
8120040818,2018-09-27,09:35,"deseja vistoria para retirada de :coqueiro ,pé de abacate e furta pão com risco de queda em cima da casa da moradora",IBURA,UR 02,terceira travessa angras dos reis 34 a,Arvores em Risco,-1,-8.1211485,-34.9579979,google maps api,LVd2
8097163518,2018-08-06,11:29,"USUÁRIA INFORMA QUE UM TERRENO FOI INDENIZADO PELA DEFESA CIVIL, PORÉM A MESMA INFORMA QUE TERCEIROS ESTÃO REALIZANDO UMA LIMPEZA NO TERRENO PARA PODER CONSTRUIR CASA. FAVOR VERIFICAR",IBURA,UR 02,"RUA JAGUARIAIBA, SN",Invasao de Terreno de Auxilio Moradia,-1,-8.1177307,-34.9534313,google maps api,LVd2
8092405018,2018-07-25,08:34,"usuária informa que um terreno , que já foi indenizado , está sendo invadido. favor verificar",IBURA,JD. MONTE VERDE,"Rua do pilar, sn",Invasao de Terreno de Auxilio Moradia,-1,-8.056031,-34.87033,google maps api,URBANO
8093616518,2018-07-27,09:23,"DESEJA VISTORIA POIS LOCAL INDENIZADO PELA DEFESA CIVIL FOI INVADIDO ,LOCAL DE MUITO RISCO CHEIO DE BARREIRAS",IBURA,JD. MONTE VERDE,QUARTA TRAVESSA CHAPADA DO ARARIPE SN,Invasao de Terreno de Auxilio Moradia,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8087953318,2018-07-12,10:06,DESEJA VISTORIA ESTÃO INVADINDO TERRENO INTERDITADO PELA DEFESA CIVIL  !,IBURA,LAGOA ENCANTADA,AVENIDA BENIGNO JORDÃO DE VASCONCELOS  1145,Invasao de Terreno de Auxilio Moradia,-1,-8.120059,-34.9503909,google maps api,LVd2
8091458318,2018-07-23,10:13,SOLICITA INTERVENÇÃO NA CONSTRUÇÃO DE BARRACOS EM UM LOCAL CONDENADO PELA DEFESA CIVIL.POPULARES ESTÃO CONSTRUINDO E INFORMAM QUE SÓ IRÃO SAIR QUANDO A PREFEITURA LHES DER UMA CASA,IBURA,UR 02,4  TRV CHAPADA DO ARARIPE,Invasao de Terreno de Auxilio Moradia,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8097309819,2019-08-07,10:35,USUÁRIO SOLICITA O CORTE DE DUAS ÁRVORES QUE ESTÁ COM RISCO DE CAIR POR CIMA DAS CASAS E DOS FIOS DE ALTA TENSÃO.,IBURA,VILA DOS MILAGRES,"RUA SÃO MARCOS, N 02",Arvores em Risco,-1,-8.1290195,-34.9513578,google maps api,LVd2
8092625919,2019-07-26,09:40,"SOLICITA VISTORIA E COLOCAÇÃO DE LONA, TEM UMA ÁRVORE QUE ESTÁ COM AS RAIZES DESCOBERTAS AMEÇANDO CAIR SOBRE A CASA COM CAPIM",IBURA,LAGOA ENCANTADA,"R. JOVEM JOÃO SANTOS NETO, N415",Arvores em Risco,-1,-8.1169822,-34.9514882,google maps api,LVd2
8085255519,2019-07-09,10:08,SOLICITA QUE SEJA FEITO O CORTE DA ARVORE QUE FICA EM FRENTE A SUA RESIDENCIA E A DA VIZINHO POIS O PÉ DE AROEIRA E ELE ESTA INCLINADO PRA CIMA DAS CASAS ONDE POR CAIR A QUALQUER MOMENTO FAVOR VERIFICAR,IBURA,LAGOA ENCANTADA,TRAVESSA SÃO JOÃO N 16 B,Arvores em Risco,-1,-8.1095379,-34.9482529,google maps api,LVd2
8091712519,2019-07-25,08:16,SOLICITA VISTORIA EM ÁRVORE POR TRÁS DE SUA RESIDÊNCIA QUE OFERECE RISCO DE QUEDA,IBURA,UR 02,"3 TRAVESSA DA NOROEGA, 80",Arvores em Risco,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8091757919,2019-07-25,08:51,USUÁRIO INFORMA SOBRE ÁRVORE QUE OFERECE RISCO DE QUEDA POR TRÁS DE SUA RESIDÊNCIA.SOLICITA TAMBÉM COLOCAÇÃO DE LONAS POIS A ANTIGA FOI REPELIDA PELAS CHUVAS E VENTOS.,IBURA,LAGOA ENCANTADA,"RUA DR MOACIR SALES, 09",Arvores em Risco,-1,-8.1227383,-34.950524,google maps api,LVd2
8092338019,2019-07-25,15:37,USUÁRIO SOLICITA VISTORIA EM UM PÉ DE JAMBRE E UM PÉ DE PITOMBA QUE ESTÃO INCLINADOS E PODE CAIR A QUALQUER MOMENTO POR CIMA DAS CASAS.,IBURA,UR 04,"RUA CAPITÃO MANOEL MUNIZ, N 317",Arvores em Risco,-1,-8.1284228,-34.9479093,google maps api,LVd2
8076003719,2019-06-15,15:15,USUÁRIA INFORMA QUE UMA ARVORE TOMBOU TOTALMENTE ATINGIU UMA RESIDENCIA AO LADO DA SUA QUEBROU O TELHADO O MURO E TEM OUTRA ARVORE TAMBÉM COM RISCO DE QUEDA.,IBURA,UR 02,RUA RIO VERDE N 26,Arvores em Risco,-1,-8.119997099999999,-34.9520848,google maps api,LVd2
8069847919,2019-06-04,14:00,SOLDADO DIOGO DO CORPO DO BOMBEIRO ENTRA EM CONTA PARA INFORMA UM INCENDIO NA RESIDENCIA SEM VITIMAS E SOLICITA VISTORIA NO LOCAL,IBURA,UR 10,RUA DO SITIO  N SN,Incendios,-1,-8.1391615,-34.9547662,google maps api,A2
8077137719,2019-06-17,15:56,queda de arvore a mesma deseja vistoria e colocação de lona,IBURA,LAGOA ENCANTADA,rua deputado joaquim coutinho  375,Arvores em Risco,-1,-8.1264433,-34.9512613,google maps api,LVd2
8076747619,2019-06-17,12:41,SRA SOLICITA VISTORIA NA RESIDENCIA QUE FICA COLADA COM UM CANAL E INFORMA QUE O VIZINHO TEM VARIAS ARVORES NA RESIDENCIA E ESSAS ARVORES ESTAO OFERECENDO RISCO PARA A REDIDENCIA DA MESMA,IBURA,UR 05,RUA VALE DO CARIRI N257,Arvores em Risco,-1,-8.1315461,-34.9493082,google maps api,LVd2
8071400819,2019-06-06,07:06,"USUÁRIA SOLICITA VISTORIA EM UM PÉ DE ÁRVORE QUE ESTÁ COM OS GALHOS ALTO, BATENDO NOS FIOS.",IBURA,UR 02,ITABIRA N 10,Arvores em Risco,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8076868819,2019-06-17,13:55,"USUÁRIA SOLICITA VISTORIA EM ARVORE,""'PÉ"" DE AROEIRA, E INFORMA QUE A ARVORE ESTA PENDENDO PARA CIMA DE SUA RESIDENCIA. POR FAVOR VERIFICAR.",IBURA,VILA DOS MILAGRES,BURACÃO,Arvores em Risco,-1,-8.105677,-34.948616,google maps api,PV1
8056099919,2019-05-16,08:32,"usuária informa que uma arvore caiu em cima do muro , pede urgência de uma vistoria no local , uma arvore de grande porte",IBURA,UR 05,RUA MARECHAL  TAUMATURGO n 41,Arvores em Risco,-1,-8.1338449,-34.949481,google maps api,LVd2
8043847119,2019-04-16,08:33,"USUÁRIO SOLICITA VISTORIA COM URGÊNCIA, A MESMA INFORMA QUE INVADIRAM SEU TERRENO QUE JÁ FOI INTERDITADO, O LOCAL ESTÁ SENDO USADO POR TERCEIROS TEM UMA PISCINA CONSTRUÍRAM UM GALINHEIRO E ESTÃO FAZENDO DEPOSITO DE MATERIAIS DE CONSTRUÇÃO.",IBURA,UR 10,RUA HENRIQUE MOREIRA N 84,Invasao de Terreno de Auxilio Moradia,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8038825319,2019-04-04,09:18,USUÁRIO INFORMA QUE TEM DOIS PÊS DE CAJÁ COM RISCO DE CAIR PARA AO LADO DO MESMO PEDE URGÊNCIA DA EQUIPE NO LOCAL,IBURA,UR 03,RUA DAS FLORES N 216,Arvores em Risco,-1,-7.995179199999999,-34.9385402,google maps api,LVd4
8043032819,2019-04-13,10:46,"usuario informa que um morador esta com medo de duas arvore que esta com risco de cair, pede urgencia da equipe no local",IBURA,VILA DOS MILAGRES,rua do sossego n 65,Arvores em Risco,-1,-8.1111183,-34.9471094,google maps api,LVd2
8002732920,2020-01-08,15:48,USUÁRIA INFORMA QUE UM PÉ DE ABACATE POR TRÁS DE SUA RESIDENCIA ESTÁ GERANDO DANOS PARA A SUA CASA E PARA A CASA DOS DEMAIS VIZINHOS. FAVOR VERIFICAR,IBURA,UR 01,"AVENIDA RIO GRANDE, N 44",Arvores em Risco,-1,-8.1211672,-34.9477135,google maps api,LVd2
8007948020,2020-01-21,12:19,USUÁRIA INFORMA QUE ARVORE ESTA COM RISCO DE QUEDA ONDE CASA ESTA COM PAREDES RACHADAS,IBURA,UR 05,RUA SANTANA N 10A,Arvores em Risco,-1,-8.113529699999999,-34.9361931,google maps api,LVd2
8000574720,2020-01-03,03:24,INCÊNDIO NA VEGETAÇÃO DA BERREIRA DANIFICANDO AS LONAS PLÁSTICAS E USUÁRIO SOLICITA VISTORIA PARA ANALISAR SE CAUSOU ALGUM DANO.,IBURA,UR 03,"AV 12 DE JUNHO, 1040",Incendios,-1,-8.1123623,-34.9532249,google maps api,PV1
8012926020,2020-01-30,14:29,"USUÁRIA SOLICITA VISTORIA, INFORMA INVADIRAM UM TERRENO CONDENADO PELA DEFESA CIVIL .",IBURA,TRES CARNEIROS ALTO,"RUA ESPERANÇA DO OESTE , PRÓXIMO DA RESIDENCIA DE N 31",Invasao de Terreno de Auxilio Moradia,-1,-8.1258532,-34.9591159,google maps api,A2
8149965819,2019-12-17,14:50,"USUÁRIO INFORMA QUE ESSE LOCAL FOI INTERDITADO PELA DEFESA CIVIL E TRATA SE DE ÁREA DE RISCO, PORÉM ESTÃO COMEÇANDO A FAZER CONSTRUÇÕES NOVAMENTE.",IBURA,UR 03,RUA ENGENHO CANAVIEIRA N 410,Invasao de Terreno de Auxilio Moradia,-1,-8.111226799999999,-34.9502587,google maps api,LVd2
8136960219,2019-11-19,09:17,SOLICITAS PODA DA ÁRVORE QUE OFERECE RISCO,IBURA,LAGOA ENCANTADA,"TRAVESSA CEZAR MONTEZUMA, 53",Arvores em Risco,-1,-8.128808,-34.9502696,google maps api,LVd2
8123194419,2019-10-15,09:28,usuaria solicita de urgência de uma vistoria na arvore que esta com risco de cair,IBURA,UR 04,RUA CAPITAO  MANUEL MUNIZ n 468,Arvores em Risco,-1,-8.1293157,-34.9486706,google maps api,LVd2
8119170719,2019-10-03,15:59,USUÁRIO INFORMA QUE ESTAO INVADINDO TERRENO QUE JA FOI CONDENADO PELA SEDEC FAVOR VERIFICAR,IBURA,VILA DOS MILAGRES,RUA DO SOSSEGO N SN,Invasao de Terreno de Auxilio Moradia,-1,-8.1128019,-34.9459661,google maps api,LVd2
8129430119,2019-10-31,08:36,SOLICITA QUE SEJA FEITO UMA PODA EM UM PÉ DE COCO DE GRANDE PORTE ESTA INCLINANDO PRA CIMA DA CASA DA VIZINHA A MESMA INFORMA QUE O COQUEIRO ESTA CHEIO E HÁ TAMBÉM VÁRIOS PÉS DE BANANA COM ISSO SOLICITA UMA EQUIPE NO LOCAL PARA VERIFICAR SE HA RISCO DE QUEDA E PEDI QUE SEJA FEITO A PODA,IBURA,UR 12,RUA PETRONILA DE QUEIROZ CAMPOS N 65,Arvores em Risco,-1,-8.1255281,-34.9526126,google maps api,LVd2
8121312019,2019-10-09,14:00,INVASÃO  DE TERRENO DE AUXILIO MORADIA,IBURA,UR 01,RUA   GONCALVES CRESPO EM FRENTE A CASA 925,Invasao de Terreno de Auxilio Moradia,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8125422419,2019-10-19,20:04,USUÁRIO INFORMA QUE ESTÃO REALIZANDO CONSTRUÇÃO AO LADO DA SUA RESIDÊNCIA  E ESSA CONSTRUÇÃO PÕE EM RISCO A SUA CASA. FAVOR VERIFICAR.,IBURA,27 DE NOVEMBRO,"RUA SÃO XAVIER, 285",Invasao de Terreno de Auxilio Moradia,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8110265519,2019-09-11,10:32,USUÁRIO INFORMA QUE SEU VIZINHO ESTÁ INVADINDO O TERRENO QUE FOI CONDENADO PELA DEFESA CIVIL E ESTÁ CONSTRUINDO E PLANTANDO NO LOCAL,IBURA,UR 01,"RUA GUERRA JUQUEIRA, 43",Invasao de Terreno de Auxilio Moradia,-1,-8.1167113,-34.9496576,google maps api,LVd2
8113681019,2019-09-20,06:09,"USUÁRIO SOLICITA VISTORIA, POIS INFORMA QUE TEM DUAS ÁRVORES COM RISCO DE CAIR E ARRASTAR AS CASAS.",IBURA,UR 10,"RUA  Alto do Erval Novo, N 40A",Arvores em Risco,-1,-8.137452000000001,-34.9490127,google maps api,LVd2
8110252019,2019-09-11,10:24,SRA. SOLICITA A VISTORIA DE UMA INVASÃO EM TERRENO DE AUXILIO MORADIA.,IBURA,UR 01,RUA   GUERRA JUNQUEIRO N 23,Invasao de Terreno de Auxilio Moradia,-1,-8.1166298,-34.9496631,google maps api,LVd2
8101995419,2019-08-20,12:04,USUÁRIO INFORMA QUE PE DE JACA ESTA COM RISCO DE QUEDA E SOLICITA VISTORIA.,IBURA,IBURA DE BAIXO,RUA RIACHO DAS ALMAS N 250,Arvores em Risco,-1,-8.1138469,-34.944213,google maps api,LVd2
8045744920,2020-06-09,09:41,usuária solicita vistoria em árvore no terreno da vizinha acima.,IBURA,JD. MONTE VERDE,"rua alto do piquiri, 55",Arvores em Risco,-1,-8.087023,-34.971542,google maps api,PV1
8044009320,2020-05-28,15:20,"USUÁRIO SOLICITA VISTORIA EM ARVORE ""FRUTA/PÃO"" QUE ESTÁ PRESTES A DESABAR EM CIMA DE SUA RESIDÊNCIA.",IBURA,LAGOA ENCANTADA,DR PAULO DE BIASE,Arvores em Risco,-1,-8.1230455,-34.9508061,google maps api,LVd2
8043614020,2020-05-26,12:36,USUÁRIO SOLICITA VISTORIA EM ARVORE NA  RESIDÊNCIA VIZINHA QUE ESTA MORTA PODENDO CAIR ATINGINDO SUA RESIDÊNCIA. PEDE URGÊCIA.,IBURA,UR 04,"EXPEDICIONÁRIO ANTONIO APARECIDO, N51",Arvores em Risco,-1,-8.1289205,-34.9458192,google maps api,LVd2
8043417020,2020-05-25,14:19,"USUÁRIO SOLICITA VISTORIA, A MESMA INFORMA QUE NO SÁBADO UMA ARVORE LOCALIZADA ATRÁS DE SUA RESIDENCIA CAIU E DESTRUIU PARTE DO SEU TELHADO, NO LOCAL TEM OUTRAS ARVORES QUE PRECISAM SER ERRADICADAS, SE FAZ NECESSÁRIO COLOCAÇÃO DE LONAS PLASTICAS E CAPINAÇÃO.",IBURA,LAGOA ENCANTADA,RUA DEPUTADO JOAQUIM COUTINHO S N,Arvores em Risco,-1,-8.1230455,-34.9508061,google maps api,LVd2
8042620720,2020-05-20,10:45,USUÁRIO INFORMA SOBRE ÁRVORE POR TRÁS DA CASA QUE ESTÁ INCLINADA E OFERECE GRANDE RISCO DE QUEDA E DANO A RESIDÊNCIA,IBURA,LAGOA ENCANTADA,"1 TRV VINICIUS PASCOAL, 45",Arvores em Risco,-1,-8.1230455,-34.9508061,google maps api,LVd2
8042957120,2020-05-22,10:35,"USUÁRIO SOLICITA VISTORIA, POIS INFORMA QUE TEM UMA ÁRVORE MUITO ALTA COM RISCO DE CAIR EM CIMA DA CASA.",IBURA,UR 12,"RUA FRANCISCO MIRANDA, 128",Arvores em Risco,-1,-8.125760099999999,-34.95206830000001,google maps api,LVd2
8037577020,2020-04-08,11:01,usuária solicita vistoria no pé de coco que rachou e está ameaçando desabar,IBURA,IBURA DE BAIXO,RUA SOLDADO ROMILDO OTTENEN,Arvores em Risco,-1,-8.1251401,-34.9359382,google maps api,LVd2
8037847720,2020-04-13,14:03,"USUÁRIO SOLICITA VISTORIA EM 3 ARVORES DE GRANDE PORTE, LOCALIZADAS EM SUA RESIDÊNCIA, QUE ESTÃO INFESTADAS DE CUPIM COM RISCO DE CAIR, PODENDO ATINGIR A CASA VIZINHA.",IBURA,UR 04,"RUA SOLDADO ANTONIO APARECIDO, N50",Arvores em Risco,-1,-8.1289205,-34.9458192,google maps api,LVd2
8038847020,2020-04-20,17:59,"USUÁRIO SOLICITA VISTORIA EM ARVORE AO LADO DE SUA RESIDÊNCIA, POIS ESTA ESCULTANDO MUITOS ESTALOS, O MESMO TEME QUE A ARVORE CAIA ATINGINDO SUA RESIDÊNCIA.",IBURA,UR 01,"RUA GONÇALVES CRESPO, N27",Arvores em Risco,-1,-8.1172989,-34.9502808,google maps api,LVd2
8028059020,2020-03-03,14:41,"USUÁRIO INFORMA QUE MORADORA DESSA RESIDENCIA ESTARIA RECEBENDO O AUXILIO MORADIA INDEVIDAMENTE, UMA VEZ QUE POSSUI CASA PRÓPRIA EM LUGAR QUE NÃO OFERECE RISCO",IBURA,UR 02,"RUA RIO PADUARI, N08",Invasao de Terreno de Auxilio Moradia,-1,-8.1195048,-34.9540452,google maps api,LVd2
8035263820,2020-03-20,10:00,USUÁRIA INFORMA QUE POPULARES INVADIRAM SEU TERRENO QUE FOI CONDENADO PELA DEFESA CIVIL A MESMA ALEGA QUE JÁ CONSTRUÍRAM UMA CASA SENDO ASSIM SOLICITA UMA EQUIPE NO LOCAL PARA VERIFICAR E TOMAR AS PROVIDENCIAS NECESSÁRIA,IBURA,PATANAL,RUA PRESIDENTE MEDICI N 05,Invasao de Terreno de Auxilio Moradia,-1,-8.1075568,-34.9563071,google maps api,PV1
8026886620,2020-03-02,10:41,USUÁRIO SOLICITA VISTORIA POIS SUA VIZINHA ESTÁ INVADINDO O TERRENO,IBURA,LAGOA ENCANTADA,"RUA PROFESSOR MARIO NEVES BATISTA, 76",Invasao de Terreno de Auxilio Moradia,-1,-8.126430299999999,-34.9477667,google maps api,LVd2
8013889120,2020-02-02,12:45,INVASÃO DE TERRENO DE AUXILIO MORADIA,IBURA,UR 02,TRAVESSA SANTA FÉ N 40,Invasao de Terreno de Auxilio Moradia,-1,-8.1169754,-34.9555053,google maps api,LVd2
8024840920,2020-02-20,15:53,"SRA SOLICITA A CAPINAÇAO, COLOCAÇAO DE LONA E RETIRADA DE UMA ARVORE QUE ESTA NA BARREIRADANIELA",IBURA,LAGOA ENCANTADA,TRV DEPUTADO JOAQUIM COUTINHO N57,Arvores em Risco,-1,-8.127515,-34.9514109,google maps api,LVd2
8017180720,2020-02-07,08:01,sra. solicita a vistoria em duas arvores por trás de sua casa que esta  com risco de queda.,IBURA,JD. MONTE VERDE,rua pico da neblina n 10,Arvores em Risco,-1,-8.1179217,-34.95869870000001,google maps api,PV1
8015206721,2021-02-23,08:47,"USUÁRIA SOLICITA VISTORIA, POIS A ÁRVORE ESTÁ MUITO GRANDE. PEDE TAMBÉM LIMPEZA, CAPINAÇÃO E LONA",IBURA,UR 03,"RUA ENGENHO TITARA, 36",Arvores em Risco,-1,-8.1132262,-34.9491356,google maps api,LVd2
8008198221,2021-02-02,10:26,"USUÁRIO INFORMA QUE ESTA  ARVORE  ESTA COM  RISCO DE CAIR, ESTA COMPRIMINDO O MURO DE ARRIMO.. A MESMA ESTA COM BASTANTE MEDO . PEDE URGÊNCIA DA EQUIPE NO LOCAL.",IBURA,UR 01,RUA SAO MARCOS N 02,Arvores em Risco,-1,-8.1290195,-34.9513578,google maps api,LVd2
8061222317,2017-07-07,09:47,arvore muito alta usuário tem medo de queda,VASCO DA GAMA,CGO. DO OURO,rua córrego do ouro 08,Arvores em Risco,-1,-8.0168448,-34.9136685,google maps api,A2
8004163021,2021-01-19,13:38,USUÁRIA SOLICITA VISTORIA EM TRES PES DE IMBAUBA PARA ERRADICAR POIS INFORMA QUE CAIU UMA DAS ARVORES E QUEBROU PARTIR DO TELHADO.,IBURA,LAGOA ENCANTADA,RUA EMPRESARIO ERNESTO LUNDGREN N 56,Arvores em Risco,-1,-8.1246912,-34.9518791,google maps api,LVd2
8003815321,2021-01-18,15:02,"USUÁRIA SOLICITA VISTORIA EM TERRENO QUE FOI DESAPROPRIADO E PROIBIDO DE CONSTRUIR, E AGORA TEM PESSOAS NO LOCAL CONSTRUINDO E ALUGANDO IMÓVEL NO LOCAL.",IBURA,UR 01,"RUA TRAVESSA PORTO NACIONAL, N629",Invasao de Terreno de Auxilio Moradia,-1,-8.1255025,-34.9425505,google maps api,LVd2
8007660421,2021-01-30,16:49,USUÁRIA SOLICITA ERRADICACAO DE UMA ARVORE QUE ESTA COM RISCO DE QUEDA,IBURA,UR 02,RUA ALTO DO PIQUIRI N 49,Arvores em Risco,-1,-8.087023,-34.971542,google maps api,PV1
8088095220,2020-12-16,21:07,"O USUARIO INFORMA QUE NO LOCAL SE ENCONTRA UMA ARVORE PÉ DE JACA QUE ESTÁ COM RISCO EMINENTE DE CAIR A QUALQUER MOMENTO,FAVOR VERIFICAR COM URGENCIA.",IBURA,UR 10,"RUA PROFESSORA LUCIA MARIA SALES NEVES, N 20",Arvores em Risco,-1,-8.1381669,-34.9531207,google maps api,A2
8087095920,2020-12-14,10:56,"USUÁRIA SOLICITA VISTORIA, POIS INFORMA QUE INVADIRAM O SEU TERRENO QUE FOI CONDENADO.",IBURA,TRES CARNEIROS BAIXO,"RUA ESPERANÇA DO OESTE, 44",Invasao de Terreno de Auxilio Moradia,-1,-8.1244201,-34.9566558,google maps api,LVd2
8083242720,2020-11-26,15:30,SRA INFORMA QUE ESTAO INVADINDO UM TERRENO JA CONDENADO PELA SEDEC,IBURA,TRES CARNEIROS ALTO,RUA GUAIRACA N52,Invasao de Terreno de Auxilio Moradia,-1,-8.1230705,-34.9556427,google maps api,LVd2
8063136720,2020-09-03,18:04,"SOLDADO DO CORPO DE BOMBEIROS SOLICITANDO APOIO POR CONTA DE UM INCÊNDIO DE UMA CASA, QUE CONTÉM DOIS PAVIMENTOS. FAVOR ENCAMINHAR UMA EQUIPE ATÉ O LOCAL.  SOLDADO INFORMA QUE O INCÊNDIO JÁ ESTÁ SENDO CONTROLADO",IBURA,UR 10,"RUA ATOR CLÊNIO WANDERLEY, N 14",Incendios,-1,-8.1354402,-34.9503054,google maps api,LVd2
8063103120,2020-09-03,16:12,USUÁRIO SOLICITA ERRADICAÇAO DE ARVORE POIS INFORMA QUE ESTA COM RISCO DE QUEDA,IBURA,UR 12,RUA JOAO RIO BRANCO DE LIMA N SN,Arvores em Risco,-1,-8.1283228,-34.9528015,google maps api,LVd2
8052942720,2020-07-20,14:48,USUÁRIO SOLICITA ERRADICAÇÃO DA ÁRVORE,IBURA,LAGOA ENCANTADA,Rua Mário Gil Rodrigues,Arvores em Risco,-1,-8.1230455,-34.9508061,google maps api,LVd2
8047761820,2020-06-19,10:22,SOLICITA O CORTE DE DUAS ARVORES UMA QUE FICA POR TRÁS E OUTRA AO LADO DE SUA RESIDENCIA POIS ESTÃO INCLINADAS E SE CAIR VÃO ARRASTA SUA CASA FAVOR VERIFICAR A MESMA FOI ORIENTADA A ENTRA EM CONTATO COM A EMLURB,IBURA,JD. MONTE VERDE,Rua Pico da Hepava SN,Arvores em Risco,-1,-8.1105568,-34.93699350000001,google maps api,LVd2
8047725120,2020-06-18,21:03,"A USUÁRIA INFORMA QUE A SUA CASA ESTÁ BASTANTE ALAGADA POR CONTA DAS FORTES CHUVAS,FAVOR VERIFICAR COM URGÊNCIA.A MESMA INFORMA QUE O ALAGAMENTO CHEGOU NA ALTURA DAS PERNAS.",IBURA,UR 01,"RUA GONÇALVES CRESPO, N 99",Imoveis Alagados,-1,-8.117491,-34.9502292,google maps api,LVd2
8046786720,2020-06-15,14:33,ALEGA INVASÃO NA BARREIRAS,IBURA,LAGOA ENCANTADA,RUA DEPUTADO JOAQUIM COUTINHO  385,Invasao de Terreno de Auxilio Moradia,-1,-8.1263224,-34.951211,google maps api,LVd2
8046070120,2020-06-10,13:46,"USUÁRIO SOLICITA VISTORIA EM LOCAL JÁ INTERDITADO PELA DEFESA CIVIL, E QUE JÁ RECEBEM O AUXILIO MORADIA.",IBURA,UR 01,RUA GUARACIABA S N,Invasao de Terreno de Auxilio Moradia,-1,-8.1188869,-34.9461656,google maps api,LVd2
8044987321,2021-05-17,21:41,"pe de manga, caso caia, ira atingir casasnao soube informar se seria caso de emergenciadeseja a retirada da arvore",IBURA,UR 04,"rua professor bandeira de melo, 134",Arvores em Risco,-1,-8.0426019,-34.9336902,google maps api,URBANO
